checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,has_telephone,foreign_worker,job,gender
-2.0,12,repaid,retraining,902,47.0,4 years,4,married,none,7 years,building society savings,21,none,rent,1,1,1,0,yes,skilled employee,male
97.24587458745874,12,critical,car (new),1495,13.0,18 years,4,single,none,2 years,real estate,38,none,own,2,0,2,0,yes,unskilled resident,male
-26.0,30,critical,car (used),10623,26.0,11 years,3,single,none,5 years,unknown/none,38,none,for free,3,0,2,1,yes,mangement self-employed,male
97.24587458745874,12,critical,furniture,1935,39.0,7 years,4,single,none,24 years,real estate,43,none,own,3,0,1,1,yes,skilled employee,male
147.0,12,critical,domestic appliances,1424,59.0,6 years,4,single,none,1 years,building society savings,26,none,own,1,0,1,0,yes,skilled employee,male
-37.0,24,repaid,business,6568,35.0,3 years,2,married,none,11 months,other,21,stores,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,12,repaid,car (used),1413,9708.0,5 years,3,single,none,2 months,building society savings,55,none,own,1,0,1,0,no,skilled employee,male
97.24587458745874,9,critical,radio/tv,3074,781.5703794369645,3 years,1,single,none,7 months,real estate,33,none,own,2,0,2,0,yes,skilled employee,male
97.24587458745874,36,repaid,radio/tv,3835,781.5703794369645,18 years,2,single,none,9 years,real estate,45,none,own,1,0,1,1,yes,unskilled resident,female
-25.0,27,fully repaid,business,5293,88.0,1 years,2,single,none,9 years,building society savings,50,stores,own,2,1,1,1,yes,skilled employee,male
392.0,30,delayed,business,1908,41.0,8 years,4,single,none,18 years,real estate,66,none,own,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,36,critical,radio/tv,3342,781.5703794369645,14 years,4,single,none,4 months,other,51,none,own,1,0,1,1,yes,skilled employee,male
41.0,6,critical,retraining,932,781.5703794369645,5 years,1,single,none,1 years,building society savings,39,none,own,2,0,1,0,yes,unskilled resident,female
-8.0,18,fully repaid,business,3104,81.0,7 years,3,single,none,2 years,building society savings,31,bank,own,1,0,1,1,yes,skilled employee,male
927.0,36,repaid,radio/tv,3913,71.0,1 years,2,single,none,10 months,real estate,23,none,own,1,0,1,1,yes,skilled employee,male
-23.0,24,repaid,furniture,3021,90.0,3 years,2,divorced,none,5 months,real estate,24,none,rent,1,0,1,0,yes,unskilled resident,male
97.24587458745874,10,repaid,car (new),1364,53.0,3 years,2,single,none,6 years,other,64,none,own,1,0,1,1,yes,skilled employee,female
128.0,12,repaid,radio/tv,625,30.0,5 months,4,married,guarantor,2 years,real estate,26,bank,own,1,0,1,0,yes,unskilled resident,male
-5.0,12,repaid,education,1200,781.5703794369645,3 years,4,single,none,14 years,building society savings,23,bank,rent,1,0,1,1,yes,skilled employee,female
97.24587458745874,12,repaid,radio/tv,707,15.0,2 years,4,single,none,1 months,real estate,30,bank,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,delayed,business,2978,781.5703794369645,2 years,4,single,none,16 years,real estate,32,none,own,2,0,2,1,yes,skilled employee,male
97.24587458745874,15,repaid,car (used),4657,12.0,1 years,3,single,none,4 months,other,30,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,36,fully repaid,repairs,2613,42.0,1 years,4,single,none,9 months,other,27,none,own,2,0,1,0,yes,skilled employee,male
36.0,48,repaid,radio/tv,10961,2839.0,5 years,1,single,co-applicant,4 months,unknown/none,27,bank,own,2,1,1,1,yes,skilled employee,male
-13.0,12,repaid,furniture,7865,51.0,16 years,4,single,none,21 years,unknown/none,53,none,for free,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,9,repaid,radio/tv,1478,78.0,7 years,4,single,none,11 months,other,22,none,own,1,1,1,0,yes,skilled employee,male
-29.0,24,repaid,furniture,3149,71.0,8 months,4,single,none,2 years,unknown/none,22,bank,for free,1,0,1,0,yes,skilled employee,male
753.0,36,repaid,radio/tv,4210,26.0,3 years,4,single,none,0 months,other,26,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,9,repaid,car (new),2507,896.0,7 years,2,single,none,23 years,unknown/none,51,none,for free,1,0,1,0,yes,unskilled resident,male
97.24587458745874,12,repaid,radio/tv,2141,406.0,6 years,3,single,none,2 years,unknown/none,35,none,own,1,0,1,0,yes,skilled employee,male
80.0,18,repaid,radio/tv,866,55.0,1 years,4,married,guarantor,6 months,real estate,25,none,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,4,critical,radio/tv,1544,99.0,5 years,2,single,none,2 years,real estate,42,none,own,3,0,2,0,yes,unskilled resident,male
-34.0,24,repaid,radio/tv,1823,54.0,1 years,4,single,none,10 months,other,30,stores,own,1,1,2,0,yes,mangement self-employed,male
170.0,6,repaid,car (new),14555,781.5703794369645,1 years,1,single,none,0 months,building society savings,23,none,own,1,1,1,1,yes,unemployed non-resident,male
122.0,21,repaid,business,2767,413.0,11 years,4,divorced,none,6 months,other,61,bank,rent,2,1,1,0,yes,unskilled resident,male
97.24587458745874,12,critical,radio/tv,1291,90.0,3 years,4,single,none,0 months,building society savings,35,none,own,2,0,1,0,yes,skilled employee,female
-42.0,30,repaid,radio/tv,2522,94.0,8 years,1,single,guarantor,1 years,building society savings,39,none,own,1,0,2,0,yes,skilled employee,male
-12.0,24,repaid,car (new),915,781.5703794369645,17 years,4,single,none,11 months,other,29,bank,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,6,repaid,radio/tv,1595,25.0,6 years,3,single,none,8 months,building society savings,51,none,own,1,0,2,0,yes,skilled employee,male
-33.0,48,fully repaid,car (used),4605,32.0,13 years,3,single,none,9 years,unknown/none,24,none,for free,2,1,2,0,yes,skilled employee,male
97.24587458745874,12,critical,business,1185,65.0,2 years,3,single,none,2 months,real estate,27,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,12,fully repaid this bank,retraining,3447,970.0,2 years,4,single,none,1 years,real estate,35,none,own,1,0,2,0,yes,unskilled resident,female
97.24587458745874,24,repaid,business,1258,8.0,4 years,4,single,none,2 years,real estate,25,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,12,critical,radio/tv,717,8.0,10 years,4,single,none,9 years,real estate,52,none,own,3,0,1,0,yes,skilled employee,male
97.24587458745874,6,fully repaid,car (new),1204,492.0,2 years,4,single,none,2 years,unknown/none,35,bank,rent,1,0,1,0,no,skilled employee,male
425.0,24,repaid,furniture,1925,27.0,1 years,2,single,none,9 months,real estate,26,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,18,repaid,radio/tv,433,70.0,1 years,3,single,co-applicant,10 years,real estate,22,none,rent,1,1,1,0,yes,skilled employee,female
-47.0,6,critical,car (new),666,8063.0,5 years,3,single,none,8 years,real estate,39,none,own,2,0,1,1,yes,unskilled resident,female
504.0,12,repaid,furniture,2251,2.0,1 years,1,single,none,11 months,other,46,none,own,1,0,1,0,yes,unskilled resident,female
157.0,30,repaid,car (new),2150,21.0,1 years,4,single,guarantor,0 months,unknown/none,24,bank,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,24,delayed,furniture,4151,472.0,2 years,2,single,none,4 years,building society savings,35,none,own,2,0,1,0,yes,skilled employee,male
82.0,9,repaid,furniture,2030,781.5703794369645,6 years,2,single,none,2 years,other,24,none,own,1,0,1,1,yes,skilled employee,male
100.0,60,delayed,radio/tv,7418,781.5703794369645,3 years,1,single,none,2 years,real estate,27,none,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,24,critical,radio/tv,2684,40.0,3 years,4,single,none,4 months,real estate,35,none,own,2,0,1,0,yes,unskilled resident,male
-27.0,12,fully repaid this bank,radio/tv,2149,49.0,1 years,4,divorced,none,0 months,unknown/none,29,none,for free,1,1,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,car (used),3812,276.0,6 months,1,single,none,10 years,other,23,none,own,1,0,1,1,yes,skilled employee,female
97.24587458745874,11,critical,radio/tv,1154,318.0,1 years,4,single,none,15 years,real estate,57,none,own,3,0,1,0,yes,unskilled resident,female
-24.0,12,repaid,furniture,1657,40.0,3 years,2,single,none,1 months,real estate,27,none,own,1,0,1,0,yes,skilled employee,male
-2.0,24,repaid,radio/tv,1603,19.0,18 years,4,single,none,13 years,other,55,none,own,1,0,1,0,yes,skilled employee,female
-40.0,18,critical,car (new),5302,93.0,7 years,2,single,none,18 years,unknown/none,36,none,for free,3,0,1,1,yes,mangement self-employed,male
97.24587458745874,12,critical,education,2748,44.0,14 years,2,single,none,8 years,unknown/none,57,bank,for free,3,0,1,0,yes,unskilled resident,female
97.24587458745874,10,critical,car (new),1231,32.0,7 years,3,single,none,10 years,real estate,32,none,own,2,0,2,0,no,unskilled resident,male
67.0,15,repaid,radio/tv,802,39.0,9 years,4,single,none,3 years,other,37,none,own,1,1,2,0,yes,skilled employee,male
97.24587458745874,36,critical,business,6304,781.5703794369645,8 years,4,single,none,24 years,real estate,36,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,1533,98.0,5 months,4,single,none,2 years,other,38,stores,own,1,0,1,1,yes,skilled employee,female
-3.0,14,repaid,car (new),8978,72.0,19 years,1,divorced,none,20 years,building society savings,45,none,own,1,1,1,1,no,mangement self-employed,male
97.24587458745874,24,repaid,radio/tv,999,781.5703794369645,10 years,4,single,none,5 months,other,25,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,repaid,car (new),2662,781.5703794369645,4 years,4,single,none,1 years,building society savings,32,none,own,1,0,1,0,no,skilled employee,male
97.24587458745874,12,critical,furniture,1402,647.0,5 years,3,single,none,18 years,other,37,none,rent,1,0,1,1,yes,skilled employee,female
90.0,48,fully repaid this bank,car (new),12169,781.5703794369645,1 years,4,single,co-applicant,10 years,unknown/none,36,none,for free,1,0,1,1,yes,mangement self-employed,male
157.0,48,repaid,radio/tv,3060,18.0,5 years,4,single,none,17 years,real estate,28,none,own,2,1,1,0,yes,skilled employee,male
-47.0,30,repaid,repairs,11998,25.0,3 months,1,divorced,none,0 months,unknown/none,34,none,own,1,1,1,1,yes,unskilled resident,male
97.24587458745874,9,repaid,radio/tv,2697,86.0,3 years,1,single,none,7 months,real estate,32,none,own,1,0,2,0,yes,skilled employee,male
97.24587458745874,18,critical,radio/tv,2404,92.0,3 years,2,single,none,1 months,other,26,none,own,2,0,1,0,yes,skilled employee,female
-8.0,12,repaid,furniture,1262,781.5703794369645,19 years,2,divorced,none,10 years,building society savings,49,none,own,1,0,1,1,yes,unskilled resident,male
97.24587458745874,6,repaid,furniture,4611,28.0,0 months,1,single,none,12 years,building society savings,32,none,own,1,1,1,0,yes,skilled employee,female
97.24587458745874,24,repaid,radio/tv,1901,213.0,1 years,4,single,none,13 years,other,29,none,rent,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,15,critical,car (used),3368,7306.0,15 years,3,single,none,10 years,unknown/none,23,none,rent,2,0,1,1,yes,skilled employee,male
97.24587458745874,12,repaid,furniture,1574,49.0,1 years,4,single,none,6 months,real estate,50,none,own,1,0,1,0,yes,skilled employee,male
405.0,18,fully repaid this bank,radio/tv,1445,781.5703794369645,7 years,4,single,none,7 years,other,49,bank,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,15,critical,furniture,1520,781.5703794369645,11 years,4,single,none,10 years,building society savings,63,none,own,1,0,1,0,yes,skilled employee,male
163.0,24,critical,car (new),3878,273.0,7 months,4,divorced,none,5 months,other,37,none,own,1,0,1,1,yes,skilled employee,male
-24.0,47,repaid,car (new),10722,83.0,1 months,1,single,none,2 years,real estate,35,none,own,1,0,1,1,yes,unskilled resident,female
-42.0,48,repaid,car (used),4788,68.0,6 years,4,single,none,4 years,building society savings,26,none,own,1,0,2,0,yes,skilled employee,male
109.0,48,delayed,others,7582,406.0,1 years,2,single,none,16 years,unknown/none,31,none,for free,1,0,1,1,yes,mangement self-employed,male
182.0,12,repaid,radio/tv,1092,91.0,3 years,4,single,guarantor,20 years,real estate,49,none,own,2,0,1,1,yes,skilled employee,female
-14.0,24,delayed,radio/tv,1024,8.0,2 months,4,married,none,14 years,real estate,48,stores,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,12,repaid,business,1076,50.0,3 years,2,married,none,4 months,real estate,26,none,own,1,0,1,1,no,skilled employee,male
58.0,36,repaid,car (used),9398,63.0,10 months,1,married,none,24 years,other,28,none,rent,1,1,1,1,yes,mangement self-employed,male
-39.0,24,critical,car (used),6419,57.0,13 years,2,single,none,23 years,unknown/none,44,none,for free,2,0,2,1,yes,mangement self-employed,female
623.0,42,critical,car (used),4796,40.0,13 years,4,single,none,13 years,unknown/none,56,none,for free,1,0,1,0,yes,skilled employee,male
97.24587458745874,48,critical,business,7629,781.5703794369645,9 years,4,divorced,none,9 months,other,46,bank,own,2,0,2,0,yes,mangement self-employed,male
146.0,48,repaid,furniture,9960,35.0,1 months,1,single,none,0 months,other,26,none,own,1,1,1,1,yes,skilled employee,female
97.24587458745874,12,repaid,car (used),4675,781.5703794369645,0 months,1,single,none,10 years,other,20,none,rent,1,0,1,0,yes,skilled employee,female
97.24587458745874,10,repaid,car (new),1287,781.5703794369645,9 years,4,single,co-applicant,8 months,building society savings,45,none,own,1,0,1,0,no,unskilled resident,male
97.24587458745874,18,repaid,furniture,2515,75.0,3 years,3,single,none,22 years,real estate,43,none,own,1,0,1,1,yes,skilled employee,male
18.0,21,critical,furniture,2745,14575.0,5 years,3,single,none,4 months,other,32,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,6,repaid,car (new),672,3.0,1 years,1,single,none,15 years,real estate,54,none,own,1,0,1,1,yes,unemployed non-resident,female
194.0,36,fully repaid,radio/tv,3804,78.0,3 years,4,single,none,0 months,other,42,none,own,1,1,1,1,yes,skilled employee,female
482.0,24,critical,car (new),1344,781.5703794369645,7 years,4,single,none,7 months,real estate,37,bank,own,2,1,2,0,yes,unskilled resident,male
-15.0,10,critical,car (new),1038,4.0,5 years,4,single,co-applicant,3 years,building society savings,49,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,48,critical,car (new),10127,943.0,1 years,2,single,none,8 months,unknown/none,44,bank,for free,1,1,1,0,yes,skilled employee,male
97.24587458745874,6,repaid,furniture,1543,2785.0,2 years,4,divorced,none,5 months,real estate,33,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,30,repaid,car (used),4811,781.5703794369645,4 years,2,single,none,12 years,building society savings,24,stores,rent,1,0,1,0,yes,unskilled resident,female
-32.0,12,repaid,radio/tv,727,280.0,0 months,4,married,none,1 years,unknown/none,33,none,own,1,1,1,1,yes,unskilled resident,male
179.0,8,repaid,furniture,1237,83.0,1 years,3,single,none,6 years,real estate,24,none,own,1,1,1,0,yes,skilled employee,female
165.0,9,repaid,car (new),276,40.0,1 years,4,married,none,16 years,real estate,22,none,rent,1,0,1,0,yes,unskilled resident,male
35.0,48,repaid,others,5381,781.5703794369645,1 years,3,single,none,23 years,unknown/none,40,bank,for free,1,0,1,1,yes,unemployed non-resident,male
97.24587458745874,24,repaid,furniture,5511,115.0,1 years,4,single,none,2 years,other,25,stores,own,1,0,1,0,yes,skilled employee,male
411.0,24,repaid,furniture,3749,38.0,10 months,2,single,none,11 years,other,26,none,own,1,0,1,0,yes,skilled employee,female
32.0,12,repaid,car (new),685,33.0,5 years,2,married,none,4 years,other,25,bank,own,1,1,1,0,yes,unskilled resident,male
927.0,4,repaid,car (new),1494,781.5703794369645,3 months,1,single,none,9 months,real estate,29,none,own,1,0,2,0,no,unskilled resident,male
-17.0,36,fully repaid this bank,furniture,2746,13.0,10 years,4,single,none,6 years,other,31,bank,own,1,1,1,0,yes,skilled employee,male
-47.0,12,repaid,furniture,708,83.0,3 years,2,single,guarantor,1 years,building society savings,38,none,own,1,0,2,0,yes,unskilled resident,male
44.0,24,repaid,furniture,4351,781.5703794369645,1 years,1,single,none,12 years,building society savings,48,none,own,1,0,1,1,yes,unskilled resident,female
97.24587458745874,12,critical,education,701,3.0,1 years,4,single,none,9 months,other,32,none,own,2,0,1,0,yes,skilled employee,male
-6.0,15,delayed,furniture,3643,50.0,14 years,1,single,none,24 years,building society savings,27,none,own,2,0,1,0,yes,unskilled resident,female
132.0,30,critical,car (new),4249,76.0,1 years,4,married,none,5 months,other,28,none,own,2,1,1,0,yes,mangement self-employed,male
-28.0,24,repaid,radio/tv,1938,4.0,7 months,4,divorced,none,3 years,building society savings,32,none,own,1,1,1,0,yes,skilled employee,male
-2.0,24,repaid,car (used),2910,65.0,4 years,2,single,none,2 years,unknown/none,34,none,for free,1,0,1,1,yes,mangement self-employed,male
-36.0,18,repaid,furniture,2659,10331.0,3 years,4,single,none,10 months,other,28,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,18,critical,car (new),1028,93.0,1 years,4,single,none,3 years,real estate,36,none,own,2,0,1,0,yes,skilled employee,female
-43.0,8,critical,car (new),3398,66.0,6 years,1,single,none,20 years,real estate,39,none,own,2,0,1,0,no,unskilled resident,male
97.24587458745874,12,critical,furniture,5801,781.5703794369645,10 years,2,single,none,16 years,building society savings,49,none,rent,1,0,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),1525,3858.0,6 years,4,single,none,3 years,other,34,none,own,1,0,2,1,yes,skilled employee,female
425.0,36,repaid,radio/tv,4473,15.0,11 years,4,single,none,7 months,other,31,none,own,1,0,1,0,yes,skilled employee,male
86.0,6,repaid,radio/tv,1068,65.0,13 years,4,single,none,22 years,other,28,none,own,1,0,2,0,yes,skilled employee,male
-44.0,24,critical,car (used),6615,52.0,1 years,2,single,none,19 years,unknown/none,75,none,for free,2,0,1,1,yes,mangement self-employed,male
97.24587458745874,18,critical,education,1864,313.0,1 years,4,single,none,10 months,real estate,30,none,own,2,1,1,0,yes,skilled employee,female
72.0,60,repaid,car (new),7408,331.0,6 months,4,single,none,8 months,building society savings,24,none,own,1,1,1,0,yes,mangement self-employed,female
97.24587458745874,48,critical,car (used),11590,399.0,2 years,2,single,none,23 years,other,24,bank,rent,2,1,1,0,yes,unskilled resident,female
-1.0,24,fully repaid,furniture,4110,9.0,19 years,3,single,none,18 years,unknown/none,23,bank,rent,2,1,2,0,yes,skilled employee,male
-48.0,6,critical,furniture,3384,38.0,2 years,1,divorced,none,23 years,real estate,44,none,rent,1,1,1,1,yes,mangement self-employed,male
45.0,13,repaid,radio/tv,2101,95.0,8 months,2,single,guarantor,9 years,building society savings,23,none,own,1,0,1,0,yes,unskilled resident,female
-13.0,15,repaid,domestic appliances,1275,781.5703794369645,1 years,4,single,none,9 months,other,24,none,rent,1,1,1,0,yes,skilled employee,female
-40.0,24,repaid,furniture,4169,81.0,3 years,4,single,none,5 years,building society savings,28,none,own,1,0,1,0,yes,skilled employee,male
94.0,10,repaid,furniture,1521,57.0,1 years,4,divorced,none,2 months,other,31,none,own,1,0,1,0,yes,unskilled resident,male
111.0,24,critical,education,5743,93.0,6 months,2,single,none,9 years,unknown/none,24,none,for free,2,0,1,1,yes,skilled employee,female
-7.0,21,repaid,furniture,3599,14.0,7 years,1,single,none,7 years,other,26,none,rent,1,0,1,0,yes,unskilled resident,female
62.0,18,repaid,radio/tv,3213,876.0,6 months,1,married,none,4 years,real estate,25,none,rent,1,0,1,0,yes,skilled employee,male
72.0,18,repaid,business,4439,61.0,8 years,1,single,co-applicant,2 years,real estate,33,bank,own,1,0,1,1,yes,mangement self-employed,male
406.0,10,repaid,car (new),3949,81.0,8 months,1,single,guarantor,2 years,building society savings,37,none,own,1,0,2,0,yes,unskilled resident,male
97.24587458745874,15,critical,radio/tv,1459,57.0,1 years,4,single,none,9 months,other,43,none,own,1,0,1,0,yes,unskilled resident,female
199.0,13,critical,radio/tv,882,0.0,1 months,4,single,guarantor,23 years,real estate,23,none,own,2,0,1,0,yes,skilled employee,male
105.0,24,repaid,radio/tv,3758,790.0,1 years,1,single,none,16 years,unknown/none,23,none,rent,1,0,1,0,yes,unemployed non-resident,female
97.24587458745874,6,delayed,business,1743,265.0,1 years,1,single,none,2 months,real estate,34,none,own,2,0,1,0,yes,unskilled resident,male
5.0,9,critical,education,1136,6195.0,19 years,4,single,none,2 years,unknown/none,32,none,for free,2,1,2,0,yes,skilled employee,male
97.24587458745874,9,repaid,domestic appliances,1236,23.0,1 months,1,single,none,11 years,real estate,23,none,rent,1,0,1,1,yes,skilled employee,female
77.0,9,repaid,furniture,959,51.0,1 years,1,single,none,0 months,other,29,none,own,1,1,1,0,no,skilled employee,female
97.24587458745874,18,critical,car (used),3229,781.5703794369645,1 years,2,single,none,10 years,unknown/none,38,none,own,1,0,1,1,yes,mangement self-employed,male
-50.0,12,fully repaid,radio/tv,6199,64.0,1 years,4,single,none,0 months,building society savings,28,none,rent,2,1,1,1,yes,skilled employee,male
97.24587458745874,10,repaid,education,727,555.0,10 years,4,single,none,15 years,unknown/none,46,none,for free,1,0,1,1,yes,skilled employee,male
12.0,24,repaid,car (new),1246,48.0,7 months,4,single,none,8 months,real estate,23,stores,own,1,1,1,0,yes,unskilled resident,male
97.24587458745874,12,critical,radio/tv,2331,781.5703794369645,10 years,1,single,co-applicant,22 years,real estate,49,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,36,delayed,radio/tv,4463,30.0,2 years,4,single,none,0 months,other,26,none,own,2,1,1,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,radio/tv,776,98.0,2 years,4,married,none,1 months,real estate,28,none,own,1,0,1,0,yes,skilled employee,male
-31.0,30,repaid,furniture,2406,5.0,5 years,4,single,none,5 years,real estate,23,none,rent,1,1,1,0,yes,skilled employee,female
24.0,18,repaid,education,1239,781.5703794369645,2 years,4,single,none,20 years,unknown/none,61,none,for free,1,0,1,0,yes,skilled employee,male
263.0,12,repaid,radio/tv,3399,781.5703794369645,8 years,2,single,none,2 years,other,37,none,own,1,0,1,0,yes,mangement self-employed,male
656.0,12,delayed,car (new),2247,88.0,1 years,2,single,none,6 months,other,36,stores,own,2,0,1,1,yes,skilled employee,female
97.24587458745874,6,repaid,furniture,1766,30.0,1 years,1,married,none,8 months,building society savings,21,none,rent,1,0,1,0,yes,skilled employee,male
-15.0,18,repaid,furniture,2473,97.0,1 years,4,single,none,0 months,other,25,none,own,1,1,1,0,yes,unemployed non-resident,male
97.24587458745874,12,repaid,business,1542,34.0,7 years,2,single,none,15 years,other,36,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,18,critical,car (used),3850,0.0,5 years,3,single,none,2 years,other,27,none,own,2,0,1,0,yes,skilled employee,male
-14.0,18,repaid,furniture,3650,15.0,2 months,1,single,none,8 years,other,22,none,rent,1,0,1,0,yes,skilled employee,female
-40.0,36,repaid,furniture,3446,88.0,16 years,4,single,none,6 months,other,42,none,own,1,1,2,0,yes,skilled employee,male
166.0,18,repaid,furniture,3001,84.0,6 years,2,single,none,5 years,real estate,40,none,rent,1,0,1,0,yes,skilled employee,female
97.24587458745874,36,repaid,car (new),3079,781.5703794369645,2 years,4,single,none,24 years,real estate,36,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,18,critical,radio/tv,6070,43.0,7 years,3,single,none,15 years,other,33,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,10,critical,furniture,2146,26.0,4 months,1,single,none,1 years,real estate,23,none,rent,2,0,1,0,yes,skilled employee,female
97.24587458745874,60,critical,car (new),13756,781.5703794369645,14 years,2,single,none,5 years,unknown/none,63,bank,for free,1,0,1,1,yes,mangement self-employed,male
39.0,60,fully repaid this bank,others,14782,322.0,16 years,3,single,none,6 years,unknown/none,60,bank,for free,2,1,1,1,yes,mangement self-employed,female
-10.0,48,fully repaid this bank,business,7685,23.0,5 years,2,single,guarantor,20 years,other,37,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,18,delayed,radio/tv,2320,84.0,1 years,2,married,none,2 years,real estate,34,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,7,delayed,radio/tv,846,781.5703794369645,13 years,3,single,none,15 years,unknown/none,36,none,for free,1,0,1,0,yes,skilled employee,male
154.0,36,repaid,car (new),14318,20.0,13 years,4,single,none,4 months,unknown/none,57,none,for free,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,6,critical,car (new),362,224.0,2 years,4,single,none,11 years,other,52,none,own,2,0,1,0,yes,unskilled resident,female
-23.0,20,repaid,furniture,2212,781.5703794369645,4 years,4,single,none,12 years,other,39,none,own,1,0,1,1,yes,skilled employee,male
32.0,18,repaid,car (used),12976,29.0,1 years,3,single,none,20 years,unknown/none,38,none,for free,1,1,1,1,yes,mangement self-employed,female
97.24587458745874,22,repaid,car (new),1283,781.5703794369645,7 years,4,single,none,16 years,building society savings,25,none,rent,1,0,1,0,yes,skilled employee,female
825.0,12,repaid,car (new),1330,47.0,5 months,4,single,none,2 years,real estate,26,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,30,delayed,business,4272,170.0,1 years,2,single,none,11 months,building society savings,26,none,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,18,critical,radio/tv,2238,4.0,2 years,2,single,none,2 years,other,25,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,18,repaid,radio/tv,1126,781.5703794369645,6 months,4,single,none,8 months,real estate,21,none,rent,1,0,1,1,yes,skilled employee,female
99.0,18,critical,furniture,7374,89.0,1 years,4,single,none,10 years,building society savings,40,stores,own,2,0,1,1,yes,mangement self-employed,male
158.0,15,critical,business,2326,927.0,2 years,2,single,none,9 years,other,27,bank,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,9,repaid,business,1449,69.0,5 years,3,single,none,8 months,other,27,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,18,repaid,car (new),1820,42.0,1 years,2,married,none,8 months,building society savings,30,none,own,1,0,1,1,yes,mangement self-employed,male
149.0,12,repaid,furniture,983,9697.0,6 months,1,single,none,7 years,real estate,19,none,rent,1,0,1,0,yes,unskilled resident,female
-12.0,36,repaid,car (new),3249,71.0,6 years,2,single,none,13 years,unknown/none,39,bank,for free,1,0,2,1,yes,mangement self-employed,male
-44.0,6,critical,radio/tv,1957,57.0,4 years,1,single,none,22 years,other,31,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,9,critical,furniture,2406,64.0,1 years,2,single,none,4 years,other,31,none,own,1,0,1,0,yes,mangement self-employed,male
126.0,39,delayed,education,11760,148.0,7 years,2,single,none,4 years,unknown/none,32,none,rent,1,0,1,1,yes,skilled employee,male
-24.0,12,repaid,furniture,2578,89.0,1 years,3,single,none,11 years,unknown/none,55,none,for free,1,0,1,0,yes,mangement self-employed,female
-7.0,36,critical,furniture,2348,48.0,2 years,3,married,none,1 months,building society savings,46,none,own,2,0,1,1,yes,skilled employee,male
8.0,12,repaid,car (new),1223,6.0,9 years,1,divorced,none,0 months,real estate,46,none,rent,2,1,1,0,yes,skilled employee,male
97.24587458745874,24,critical,radio/tv,1516,10197.0,1 years,4,single,none,2 years,real estate,43,none,own,2,0,1,0,yes,unskilled resident,female
97.24587458745874,18,repaid,radio/tv,1473,21.0,0 months,3,married,none,21 years,real estate,39,none,own,1,0,1,1,yes,skilled employee,male
151.0,18,critical,business,1887,781.5703794369645,2 years,4,married,none,12 years,real estate,28,bank,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,delayed,business,8648,72.0,9 months,2,single,none,2 months,other,27,bank,own,2,1,1,1,yes,skilled employee,male
97.24587458745874,14,delayed,car (new),802,64.0,2 years,4,single,none,8 months,other,27,none,own,2,0,1,0,yes,unskilled resident,male
143.0,18,delayed,car (new),2899,781.5703794369645,17 years,4,single,none,19 years,other,43,none,own,1,0,2,0,yes,skilled employee,male
67.0,24,repaid,radio/tv,2039,20.0,11 months,1,married,none,0 months,building society savings,22,none,own,1,1,1,1,yes,skilled employee,male
